Datum,Bundesland,Infizierte,Tote
2020-08-21,Rheinland-Pfalz,8514,242
2020-08-21,Saarland,3040,174
2020-08-21,Sachsen,5788,225
2020-08-21,Sachsen-Anhalt,2155,65
2020-08-21,Schleswig-Holstein,3872,160
2020-08-21,Thüringen,3530,186
2020-08-22,Baden-Württemberg,39829,1862
2020-08-22,Bayern,54817,2633
2020-08-22,Berlin,10655,226
2020-08-22,Brandenburg,3784,169
2020-08-22,Bremen,1893,56
2020-08-22,Hamburg,6019,265
2020-08-22,Hessen,14409,528
2020-08-22,Mecklenburg-Vorpommern,989,20
2020-08-22,Niedersachsen,16019,659
2020-08-22,Nordrhein-Westfalen,56599,1797
2020-08-22,Rheinland-Pfalz,8602,242
2020-08-22,Saarland,3055,174
2020-08-22,Sachsen,5806,225
2020-08-22,Sachsen-Anhalt,2170,65
2020-08-22,Schleswig-Holstein,3890,160
2020-08-22,Thüringen,3546,186
2020-08-23,Baden-Württemberg,40031,1863
2020-08-23,Bayern,54858,2633
2020-08-23,Berlin,10717,226
2020-08-23,Brandenburg,3787,169
2020-08-23,Bremen,1900,56
2020-08-23,Hamburg,6019,265
2020-08-23,Hessen,14587,528
2020-08-23,Mecklenburg-Vorpommern,992,20
2020-08-23,Niedersachsen,16055,659
2020-08-23,Nordrhein-Westfalen,56784,1798
2020-08-23,Rheinland-Pfalz,8615,242
2020-08-23,Saarland,3071,174
2020-08-23,Sachsen,5820,225
2020-08-23,Sachsen-Anhalt,2179,65
2020-08-23,Schleswig-Holstein,3902,160
2020-08-23,Thüringen,3547,186
2020-08-24,Baden-Württemberg,40173,1863
2020-08-24,Bayern,55061,2634
2020-08-24,Berlin,10728,226
2020-08-24,Brandenburg,3787,169
2020-08-24,Bremen,1905,56
2020-08-24,Hamburg,6054,265
2020-08-24,Hessen,14657,528
2020-08-24,Mecklenburg-Vorpommern,994,20
2020-08-24,Niedersachsen,16096,660
2020-08-24,Nordrhein-Westfalen,56916,1798
2020-08-24,Rheinland-Pfalz,8667,243
2020-08-24,Saarland,3076,174
2020-08-24,Sachsen,5824,225
2020-08-24,Sachsen-Anhalt,2180,65
2020-08-24,Schleswig-Holstein,3904,160
2020-08-24,Thüringen,3553,186
2020-08-25,Baden-Württemberg,40358,1863
2020-08-25,Bayern,55414,2634
2020-08-25,Berlin,10786,226
2020-08-25,Brandenburg,3795,169
2020-08-25,Bremen,1913,56
2020-08-25,Hamburg,6083,265
2020-08-25,Hessen,14809,528
2020-08-25,Mecklenburg-Vorpommern,997,20
2020-08-25,Niedersachsen,16191,661
2020-08-25,Nordrhein-Westfalen,57213,1802
2020-08-25,Rheinland-Pfalz,8713,243
2020-08-25,Saarland,3080,174
2020-08-25,Sachsen,5827,225
2020-08-25,Sachsen-Anhalt,2183,65
2020-08-25,Schleswig-Holstein,3927,160
2020-08-25,Thüringen,3564,186
2020-08-26,Baden-Württemberg,40685,1862
2020-08-26,Bayern,55767,2635
2020-08-26,Berlin,10852,226
2020-08-26,Brandenburg,3818,169
2020-08-26,Bremen,1924,56
2020-08-26,Hamburg,6110,265
2020-08-26,Hessen,15025,528
2020-08-26,Mecklenburg-Vorpommern,998,20
2020-08-26,Niedersachsen,16274,662
2020-08-26,Nordrhein-Westfalen,57560,1804
2020-08-26,Rheinland-Pfalz,8759,243
2020-08-26,Saarland,3085,174
2020-08-26,Sachsen,5841,225
2020-08-26,Sachsen-Anhalt,2199,65
2020-08-26,Schleswig-Holstein,3961,160
2020-08-26,Thüringen,3571,186
2020-08-27,Baden-Württemberg,40964,1863
2020-08-27,Bayern,56191,2635
2020-08-27,Berlin,10934,226
2020-08-27,Brandenburg,3839,169
2020-08-27,Bremen,1944,56
2020-08-27,Hamburg,6137,266
2020-08-27,Hessen,15105,529
2020-08-27,Mecklenburg-Vorpommern,999,20
2020-08-27,Niedersachsen,16419,661
2020-08-27,Nordrhein-Westfalen,57826,1807
2020-08-27,Rheinland-Pfalz,8842,243
2020-08-27,Saarland,3095,174
2020-08-27,Sachsen,5866,225
2020-08-27,Sachsen-Anhalt,2209,65
2020-08-27,Schleswig-Holstein,3981,160
2020-08-27,Thüringen,3585,186
2020-08-28,Baden-Württemberg,41248,1864
2020-08-28,Bayern,56639,2636
2020-08-28,Berlin,11011,226
2020-08-28,Brandenburg,3857,169
2020-08-28,Bremen,1958,56
2020-08-28,Hamburg,6167,266
2020-08-28,Hessen,15232,530
2020-08-28,Mecklenburg-Vorpommern,1001,20
2020-08-28,Niedersachsen,16506,660
2020-08-28,Nordrhein-Westfalen,58187,1808
2020-08-28,Rheinland-Pfalz,8874,243
2020-08-28,Saarland,3112,174
2020-08-28,Sachsen,5905,225
2020-08-28,Sachsen-Anhalt,2218,65
2020-08-28,Schleswig-Holstein,4000,160
2020-08-28,Thüringen,3592,186
2020-08-29,Baden-Württemberg,41574,1862
2020-08-29,Bayern,56972,2638
2020-08-29,Berlin,11125,226
2020-08-29,Brandenburg,3867,169
2020-08-29,Bremen,1980,56
2020-08-29,Hamburg,6193,266
2020-08-29,Hessen,15351,530
2020-08-29,Mecklenburg-Vorpommern,1004,20
2020-08-29,Niedersachsen,16628,660
2020-08-29,Nordrhein-Westfalen,58452,1809
2020-08-29,Rheinland-Pfalz,8928,243
2020-08-29,Saarland,3126,174
2020-08-29,Sachsen,5934,225
2020-08-29,Sachsen-Anhalt,2226,65
2020-08-29,Schleswig-Holstein,4015,160
2020-08-29,Thüringen,3611,186
2020-08-30,Baden-Württemberg,41773,1866
2020-08-30,Bayern,57059,2638
2020-08-30,Berlin,11183,226
2020-08-30,Brandenburg,3869,169
2020-08-30,Bremen,1992,56
2020-08-30,Hamburg,6227,266
2020-08-30,Hessen,15399,531
2020-08-30,Mecklenburg-Vorpommern,1007,20
2020-08-30,Niedersachsen,16690,661
2020-08-30,Nordrhein-Westfalen,58584,1809
2020-08-30,Rheinland-Pfalz,9008,243
2020-08-30,Saarland,3153,174
2020-08-30,Sachsen,5949,225
2020-08-30,Sachsen-Anhalt,2232,65
2020-08-30,Schleswig-Holstein,4022,160
2020-08-30,Thüringen,3624,186
2020-08-31,Baden-Württemberg,41942,1866
2020-08-31,Bayern,57219,2639
2020-08-31,Berlin,11189,226
2020-08-31,Brandenburg,3870,169
2020-08-31,Bremen,1993,56
2020-08-31,Hamburg,6250,266
2020-08-31,Hessen,15431,531
2020-08-31,Mecklenburg-Vorpommern,1008,20
2020-08-31,Niedersachsen,16741,661
2020-08-31,Nordrhein-Westfalen,58687,1811
2020-08-31,Rheinland-Pfalz,9053,243
2020-08-31,Saarland,3154,174
2020-08-31,Sachsen,5953,225
2020-08-31,Sachsen-Anhalt,2234,65
2020-08-31,Schleswig-Holstein,4029,160
2020-08-31,Thüringen,3628,186
2020-09-01,Baden-Württemberg,42119,1866
2020-09-01,Bayern,57485,2640
2020-09-01,Berlin,11266,226
2020-09-01,Brandenburg,3871,169
2020-09-01,Bremen,2002,56
2020-09-01,Hamburg,6262,266
2020-09-01,Hessen,15596,532
2020-09-01,Mecklenburg-Vorpommern,1008,20
2020-09-01,Niedersachsen,16795,661
2020-09-01,Nordrhein-Westfalen,59023,1812
2020-09-01,Rheinland-Pfalz,9105,243
2020-09-01,Saarland,3151,174
2020-09-01,Sachsen,5990,226
2020-09-01,Sachsen-Anhalt,2244,65
2020-09-01,Schleswig-Holstein,4045,160
2020-09-01,Thüringen,3637,186
2020-09-02,Baden-Württemberg,42367,1867
2020-09-02,Bayern,57781,2641
2020-09-02,Berlin,11347,226
2020-09-02,Brandenburg,3875,169
2020-09-02,Bremen,2015,57
2020-09-02,Hamburg,6313,267
2020-09-02,Hessen,15692,534
2020-09-02,Mecklenburg-Vorpommern,1009,20
2020-09-02,Niedersachsen,16888,662
2020-09-02,Nordrhein-Westfalen,59263,1817
2020-09-02,Rheinland-Pfalz,9168,243
2020-09-02,Saarland,3157,174
2020-09-02,Sachsen,6022,225
2020-09-02,Sachsen-Anhalt,2250,65
2020-09-02,Schleswig-Holstein,4064,160
2020-09-02,Thüringen,3644,186
2020-09-03,Baden-Württemberg,42614,1868
2020-09-03,Bayern,58077,2641
2020-09-03,Berlin,11431,226
2020-09-03,Brandenburg,3898,169
2020-09-03,Bremen,2037,58
2020-09-03,Hamburg,6351,267
2020-09-03,Hessen,15776,534
2020-09-03,Mecklenburg-Vorpommern,1015,20
2020-09-03,Niedersachsen,16992,665
2020-09-03,Nordrhein-Westfalen,59527,1819
2020-09-03,Rheinland-Pfalz,9212,243
2020-09-03,Saarland,3168,174
2020-09-03,Sachsen,6065,225
2020-09-03,Sachsen-Anhalt,2260,65
2020-09-03,Schleswig-Holstein,4091,161
2020-09-03,Thüringen,3652,186
2020-09-04,Baden-Württemberg,42925,1865
2020-09-04,Bayern,58385,2641
2020-09-04,Berlin,11529,226
2020-09-04,Brandenburg,3902,169
2020-09-04,Bremen,2048,58
2020-09-04,Hamburg,6396,267
2020-09-04,Hessen,15912,535
2020-09-04,Mecklenburg-Vorpommern,1019,20
2020-09-04,Niedersachsen,17133,665
2020-09-04,Nordrhein-Westfalen,59811,1821
2020-09-04,Rheinland-Pfalz,9260,243
2020-09-04,Saarland,3176,174
2020-09-04,Sachsen,6095,225
2020-09-04,Sachsen-Anhalt,2263,66
2020-09-04,Schleswig-Holstein,4107,161
2020-09-04,Thüringen,3658,186
2020-09-05,Baden-Württemberg,43259,1865
2020-09-05,Bayern,58692,2641
2020-09-05,Berlin,11623,226
2020-09-05,Brandenburg,3923,169
2020-09-05,Bremen,2056,58
2020-09-05,Hamburg,6451,267
2020-09-05,Hessen,15978,535
2020-09-05,Mecklenburg-Vorpommern,1023,20
2020-09-05,Niedersachsen,17210,665
2020-09-05,Nordrhein-Westfalen,60085,1823
2020-09-05,Rheinland-Pfalz,9305,243
2020-09-05,Saarland,3189,174
2020-09-05,Sachsen,6138,225
2020-09-05,Sachsen-Anhalt,2274,66
2020-09-05,Schleswig-Holstein,4115,161
2020-09-05,Thüringen,3676,186
2020-09-06,Baden-Württemberg,43423,1865
2020-09-06,Bayern,59014,2642
2020-09-06,Berlin,11703,226
2020-09-06,Brandenburg,3927,169
2020-09-06,Bremen,2067,58
2020-09-06,Hamburg,6486,267
2020-09-06,Hessen,16098,535
2020-09-06,Mecklenburg-Vorpommern,1023,20
2020-09-06,Niedersachsen,17236,665
2020-09-06,Nordrhein-Westfalen,60257,1823
2020-09-06,Rheinland-Pfalz,9324,243
2020-09-06,Saarland,3197,174
2020-09-06,Sachsen,6147,225
2020-09-06,Sachsen-Anhalt,2281,66
2020-09-06,Schleswig-Holstein,4120,161
2020-09-06,Thüringen,3682,186
2020-09-07,Baden-Württemberg,43592,1865
2020-09-07,Bayern,59298,2642
2020-09-07,Berlin,11727,226
2020-09-07,Brandenburg,3931,169
2020-09-07,Bremen,2070,58
2020-09-07,Hamburg,6486,267
2020-09-07,Hessen,16145,535
2020-09-07,Mecklenburg-Vorpommern,1023,20
2020-09-07,Niedersachsen,17284,665
2020-09-07,Nordrhein-Westfalen,60433,1823
2020-09-07,Rheinland-Pfalz,9364,243
2020-09-07,Saarland,3199,174
2020-09-07,Sachsen,6149,225
2020-09-07,Sachsen-Anhalt,2282,66
2020-09-07,Schleswig-Holstein,4126,161
2020-09-07,Thüringen,3690,186
2020-09-08,Baden-Württemberg,43861,1867
2020-09-08,Bayern,59804,2643
2020-09-08,Berlin,11792,226
2020-09-08,Brandenburg,3943,169
2020-09-08,Bremen,2073,58
2020-09-08,Hamburg,6527,267
2020-09-08,Hessen,16278,535
2020-09-08,Mecklenburg-Vorpommern,1034,20
2020-09-08,Niedersachsen,17372,665
2020-09-08,Nordrhein-Westfalen,60695,1823
2020-09-08,Rheinland-Pfalz,9434,243
2020-09-08,Saarland,3199,174
2020-09-08,Sachsen,6155,225
2020-09-08,Sachsen-Anhalt,2287,66
2020-09-08,Schleswig-Holstein,4150,161
2020-09-08,Thüringen,3694,187
2020-09-09,Baden-Württemberg,44118,1867
2020-09-09,Bayern,60121,2644
2020-09-09,Berlin,11879,226
2020-09-09,Brandenburg,3959,169
2020-09-09,Bremen,2085,58
2020-09-09,Hamburg,6527,267
2020-09-09,Hessen,16375,536
2020-09-09,Mecklenburg-Vorpommern,1038,20
2020-09-09,Niedersachsen,17454,665
2020-09-09,Nordrhein-Westfalen,60878,1826
2020-09-09,Rheinland-Pfalz,9483,245
2020-09-09,Saarland,3208,175
2020-09-09,Sachsen,6191,225
2020-09-09,Sachsen-Anhalt,2290,66
2020-09-09,Schleswig-Holstein,4168,161
2020-09-09,Thüringen,3700,188
2020-09-10,Baden-Württemberg,44396,1868
2020-09-10,Bayern,60759,2644
2020-09-10,Berlin,11951,226
2020-09-10,Brandenburg,3966,169
2020-09-10,Bremen,2094,58
2020-09-10,Hamburg,6626,267
2020-09-10,Hessen,16500,537
2020-09-10,Mecklenburg-Vorpommern,1044,20
2020-09-10,Niedersachsen,17572,665
2020-09-10,Nordrhein-Westfalen,61201,1827
2020-09-10,Rheinland-Pfalz,9560,245
2020-09-10,Saarland,3218,175
2020-09-10,Sachsen,6255,225
2020-09-10,Sachsen-Anhalt,2305,66
2020-09-10,Schleswig-Holstein,4197,161
2020-09-10,Thüringen,3722,188
2020-09-11,Baden-Württemberg,44618,1868
2020-09-11,Bayern,61158,2644
2020-09-11,Berlin,12090,226
2020-09-11,Brandenburg,3984,169
2020-09-11,Bremen,2109,58
2020-09-11,Hamburg,6699,267
2020-09-11,Hessen,16603,537
2020-09-11,Mecklenburg-Vorpommern,1046,20
2020-09-11,Niedersachsen,17645,665
2020-09-11,Nordrhein-Westfalen,61505,1828
2020-09-11,Rheinland-Pfalz,9623,245
2020-09-11,Saarland,3222,175
2020-09-11,Sachsen,6282,225
2020-09-11,Sachsen-Anhalt,2314,66
2020-09-11,Schleswig-Holstein,4207,161
2020-09-11,Thüringen,3745,188
2020-09-12,Baden-Württemberg,44903,1867
2020-09-12,Bayern,61561,2645
2020-09-12,Berlin,12216,226
2020-09-12,Brandenburg,4003,169
2020-09-12,Bremen,2117,58
2020-09-12,Hamburg,6770,267
2020-09-12,Hessen,16714,538
2020-09-12,Mecklenburg-Vorpommern,1055,20
2020-09-12,Niedersachsen,17783,667
2020-09-12,Nordrhein-Westfalen,61820,1828
2020-09-12,Rheinland-Pfalz,9649,246
2020-09-12,Saarland,3225,175
2020-09-12,Sachsen,6351,226
2020-09-12,Sachsen-Anhalt,2330,66
2020-09-12,Schleswig-Holstein,4218,161
2020-09-12,Thüringen,3765,188
2020-09-13,Baden-Württemberg,45070,1867
2020-09-13,Bayern,61705,2645
2020-09-13,Berlin,12254,226
2020-09-13,Brandenburg,4005,169
2020-09-13,Bremen,2130,58
2020-09-13,Hamburg,6814,268
2020-09-13,Hessen,16808,539
2020-09-13,Mecklenburg-Vorpommern,1055,20
2020-09-13,Niedersachsen,17844,667
2020-09-13,Nordrhein-Westfalen,62079,1828
2020-09-13,Rheinland-Pfalz,9717,246
2020-09-13,Saarland,3243,175
2020-09-13,Sachsen,6365,226
2020-09-13,Sachsen-Anhalt,2337,66
2020-09-13,Schleswig-Holstein,4222,161
2020-09-13,Thüringen,3780,188
2020-09-14,Baden-Württemberg,45254,1867
2020-09-14,Bayern,61974,2645
2020-09-14,Berlin,12269,226
2020-09-14,Brandenburg,4006,169
2020-09-14,Bremen,2135,58
2020-09-14,Hamburg,6825,268
2020-09-14,Hessen,16877,539
2020-09-14,Mecklenburg-Vorpommern,1055,20
2020-09-14,Niedersachsen,17911,667
2020-09-14,Nordrhein-Westfalen,62261,1829
2020-09-14,Rheinland-Pfalz,9764,246
2020-09-14,Saarland,3245,175
2020-09-14,Sachsen,6403,226
2020-09-14,Sachsen-Anhalt,2355,66
2020-09-14,Schleswig-Holstein,4231,161
2020-09-14,Thüringen,3790,188
2020-09-15,Baden-Württemberg,45323,1868
2020-09-15,Bayern,62401,2647
2020-09-15,Berlin,12354,226
2020-09-15,Brandenburg,4016,169
2020-09-15,Bremen,2137,59
2020-09-15,Hamburg,6846,268
2020-09-15,Hessen,16985,540
2020-09-15,Mecklenburg-Vorpommern,1064,20
2020-09-15,Niedersachsen,18023,667
2020-09-15,Nordrhein-Westfalen,62725,1834
2020-09-15,Rheinland-Pfalz,9795,247
2020-09-15,Saarland,3234,175
2020-09-15,Sachsen,6430,226
2020-09-15,Sachsen-Anhalt,2359,66
2020-09-15,Schleswig-Holstein,4255,161
2020-09-15,Thüringen,3815,189
2020-09-16,Baden-Württemberg,45755,1868
2020-09-16,Bayern,62809,2647
2020-09-16,Berlin,12463,227
2020-09-16,Brandenburg,4033,169
2020-09-16,Bremen,2159,59
2020-09-16,Hamburg,6917,268
2020-09-16,Hessen,17084,542
2020-09-16,Mecklenburg-Vorpommern,1074,20
2020-09-16,Niedersachsen,18160,667
2020-09-16,Nordrhein-Westfalen,63155,1837
2020-09-16,Rheinland-Pfalz,9859,247
2020-09-16,Saarland,3240,175
2020-09-16,Sachsen,6467,226
2020-09-16,Sachsen-Anhalt,2366,66
2020-09-16,Schleswig-Holstein,4288,161
2020-09-16,Thüringen,3834,189
2020-09-17,Baden-Württemberg,46041,1868
2020-09-17,Bayern,63632,2647
2020-09-17,Berlin,12593,227
2020-09-17,Brandenburg,4051,169
2020-09-17,Bremen,2174,59
2020-09-17,Hamburg,6964,268
2020-09-17,Hessen,17233,542
2020-09-17,Mecklenburg-Vorpommern,1081,20
2020-09-17,Niedersachsen,18256,667
2020-09-17,Nordrhein-Westfalen,63565,1839
2020-09-17,Rheinland-Pfalz,9929,247
2020-09-17,Saarland,3262,176
2020-09-17,Sachsen,6522,226
2020-09-17,Sachsen-Anhalt,2378,66
2020-09-17,Schleswig-Holstein,4311,161
2020-09-17,Thüringen,3865,189
2020-09-18,Baden-Württemberg,46428,1869
2020-09-18,Bayern,63918,2648
2020-09-18,Berlin,12733,227
2020-09-18,Brandenburg,4060,169
2020-09-18,Bremen,2177,59
2020-09-18,Hamburg,7010,269
2020-09-18,Hessen,17342,543
2020-09-18,Mecklenburg-Vorpommern,1093,20
2020-09-18,Niedersachsen,18529,667
2020-09-18,Nordrhein-Westfalen,64084,1842
2020-09-18,Rheinland-Pfalz,9990,247
2020-09-18,Saarland,3214,176
2020-09-18,Sachsen,6581,226
2020-09-18,Sachsen-Anhalt,2380,66
2020-09-18,Schleswig-Holstein,4350,161
2020-09-18,Thüringen,3884,189
2020-09-19,Baden-Württemberg,46779,1871
2020-09-19,Bayern,64395,2648
2020-09-19,Berlin,12919,227
2020-09-19,Brandenburg,4079,169
2020-09-19,Bremen,2191,59
2020-09-19,Hamburg,7075,269
2020-09-19,Hessen,17516,543
2020-09-19,Mecklenburg-Vorpommern,1105,20
2020-09-19,Niedersachsen,18701,669
2020-09-19,Nordrhein-Westfalen,64692,1844
2020-09-19,Rheinland-Pfalz,10037,247
2020-09-19,Saarland,3227,176
2020-09-19,Sachsen,6658,226
2020-09-19,Sachsen-Anhalt,2393,66
2020-09-19,Schleswig-Holstein,4384,161
2020-09-19,Thüringen,3919,189
2020-09-20,Baden-Württemberg,46935,1871
2020-09-20,Bayern,64625,2648
2020-09-20,Berlin,13065,227
2020-09-20,Brandenburg,4088,169
2020-09-20,Bremen,2215,59
2020-09-20,Hamburg,7150,269
2020-09-20,Hessen,17586,544
2020-09-20,Mecklenburg-Vorpommern,1105,20
2020-09-20,Niedersachsen,18791,669
2020-09-20,Nordrhein-Westfalen,65078,1845
2020-09-20,Rheinland-Pfalz,10085,247
2020-09-20,Saarland,3232,176
2020-09-20,Sachsen,6679,226
2020-09-20,Sachsen-Anhalt,2443,66
2020-09-20,Schleswig-Holstein,4405,161
2020-09-20,Thüringen,3933,189
2020-09-21,Baden-Württemberg,47107,1871
2020-09-21,Bayern,64919,2648
2020-09-21,Berlin,13109,227
2020-09-21,Brandenburg,4090,169
2020-09-21,Bremen,2219,59
2020-09-21,Hamburg,7165,269
2020-09-21,Hessen,17637,544
2020-09-21,Mecklenburg-Vorpommern,1105,20
2020-09-21,Niedersachsen,18900,669
2020-09-21,Nordrhein-Westfalen,65232,1845
2020-09-21,Rheinland-Pfalz,10116,247
2020-09-21,Saarland,3234,176
2020-09-21,Sachsen,6692,226
2020-09-21,Sachsen-Anhalt,2453,66
2020-09-21,Schleswig-Holstein,4421,161
2020-09-21,Thüringen,3938,189
2020-09-22,Baden-Württemberg,47353,1871
2020-09-22,Bayern,65331,2651
2020-09-22,Berlin,13257,227
2020-09-22,Brandenburg,4101,169
2020-09-22,Bremen,2223,59
2020-09-22,Hamburg,7230,269
2020-09-22,Hessen,17757,545
2020-09-22,Mecklenburg-Vorpommern,1123,20
2020-09-22,Niedersachsen,18964,670
2020-09-22,Nordrhein-Westfalen,65753,1848
2020-09-22,Rheinland-Pfalz,10183,248
2020-09-22,Saarland,3234,176
2020-09-22,Sachsen,6774,227
2020-09-22,Sachsen-Anhalt,2457,66
2020-09-22,Schleswig-Holstein,4460,161
2020-09-22,Thüringen,3958,189
2020-09-23,Baden-Württemberg,47590,1874
2020-09-23,Bayern,65746,2653
2020-09-23,Berlin,13374,228
2020-09-23,Brandenburg,4116,169
2020-09-23,Bremen,2250,59
2020-09-23,Hamburg,7291,269
2020-09-23,Hessen,17870,545
2020-09-23,Mecklenburg-Vorpommern,1131,20
2020-09-23,Niedersachsen,19137,670
2020-09-23,Nordrhein-Westfalen,66191,1854
2020-09-23,Rheinland-Pfalz,10230,248
2020-09-23,Saarland,3252,176
2020-09-23,Sachsen,6816,227
2020-09-23,Sachsen-Anhalt,2470,67
2020-09-23,Schleswig-Holstein,4498,161
2020-09-23,Thüringen,3965,189
2020-09-24,Baden-Württemberg,47883,1875
2020-09-24,Bayern,66192,2654
2020-09-24,Berlin,13573,228
2020-09-24,Brandenburg,4150,169
2020-09-24,Bremen,2262,59
2020-09-24,Hamburg,7369,269
2020-09-24,Hessen,18035,546
2020-09-24,Mecklenburg-Vorpommern,1136,20
2020-09-24,Niedersachsen,19315,678
2020-09-24,Nordrhein-Westfalen,66680,1859
2020-09-24,Rheinland-Pfalz,10282,248
2020-09-24,Saarland,3262,176
2020-09-24,Sachsen,6887,229
2020-09-24,Sachsen-Anhalt,2497,67
2020-09-24,Schleswig-Holstein,4540,161
2020-09-24,Thüringen,4007,190
2020-09-25,Baden-Württemberg,48135,1876
2020-09-25,Bayern,66557,2657
2020-09-25,Berlin,13811,228
2020-09-25,Brandenburg,4178,169
2020-09-25,Bremen,2280,59
2020-09-25,Hamburg,7431,269
2020-09-25,Hessen,18221,548
2020-09-25,Mecklenburg-Vorpommern,1144,20
2020-09-25,Niedersachsen,19443,681
2020-09-25,Nordrhein-Westfalen,67278,1861
2020-09-25,Rheinland-Pfalz,10381,251
2020-09-25,Saarland,3270,176
2020-09-25,Sachsen,6942,230
2020-09-25,Sachsen-Anhalt,2525,67
2020-09-25,Schleswig-Holstein,4603,161
2020-09-25,Thüringen,4024,190
2020-09-26,Baden-Württemberg,48467,1877
2020-09-26,Bayern,67005,2657
2020-09-26,Berlin,13970,228
2020-09-26,Brandenburg,4203,169
2020-09-26,Bremen,2320,59
2020-09-26,Hamburg,7550,269
2020-09-26,Hessen,18396,549
2020-09-26,Mecklenburg-Vorpommern,1151,20
2020-09-26,Niedersachsen,19748,683
2020-09-26,Nordrhein-Westfalen,67903,1863
2020-09-26,Rheinland-Pfalz,10439,251
2020-09-26,Saarland,3288,176
2020-09-26,Sachsen,7052,233
2020-09-26,Sachsen-Anhalt,2536,67
2020-09-26,Schleswig-Holstein,4656,161
2020-09-26,Thüringen,4046,190
2020-09-27,Baden-Württemberg,48467,1877
2020-09-27,Bayern,67255,2659
2020-09-27,Berlin,14113,228
2020-09-27,Brandenburg,4214,169
2020-09-27,Bremen,2366,59
2020-09-27,Hamburg,7638,269
2020-09-27,Hessen,18607,550
2020-09-27,Mecklenburg-Vorpommern,1151,20
2020-09-27,Niedersachsen,19772,683
2020-09-27,Nordrhein-Westfalen,68395,1864
2020-09-27,Rheinland-Pfalz,10483,252
2020-09-27,Saarland,3295,176
2020-09-27,Sachsen,7095,233
2020-09-27,Sachsen-Anhalt,2569,67
2020-09-27,Schleswig-Holstein,4671,161
2020-09-27,Thüringen,4049,190
2020-09-28,Baden-Württemberg,48900,1880
2020-09-28,Bayern,67356,2659
2020-09-28,Berlin,14196,228
2020-09-28,Brandenburg,4217,169
2020-09-28,Bremen,2372,59
2020-09-28,Hamburg,7690,269
2020-09-28,Hessen,18644,550
2020-09-28,Mecklenburg-Vorpommern,1151,20
2020-09-28,Niedersachsen,19772,683
2020-09-28,Nordrhein-Westfalen,68720,1865
2020-09-28,Rheinland-Pfalz,10554,251
2020-09-28,Saarland,3295,176
2020-09-28,Sachsen,7122,233
2020-09-28,Sachsen-Anhalt,2603,67
2020-09-28,Schleswig-Holstein,4686,161
2020-09-28,Thüringen,4054,190
2020-09-29,Baden-Württemberg,49208,1880
2020-09-29,Bayern,67763,2664
2020-09-29,Berlin,14327,228
2020-09-29,Brandenburg,4251,169
2020-09-29,Bremen,2385,59
2020-09-29,Hamburg,7750,269
2020-09-29,Hessen,18788,551
2020-09-29,Mecklenburg-Vorpommern,1168,20
2020-09-29,Niedersachsen,20026,682
2020-09-29,Nordrhein-Westfalen,69284,1867
2020-09-29,Rheinland-Pfalz,10630,253
2020-09-29,Saarland,3297,177
2020-09-29,Sachsen,7151,233
2020-09-29,Sachsen-Anhalt,2613,68
2020-09-29,Schleswig-Holstein,4724,161
2020-09-29,Thüringen,4056,190
2020-09-30,Baden-Württemberg,49421,1885
2020-09-30,Bayern,67996,2664
2020-09-30,Berlin,14500,228
2020-09-30,Brandenburg,4258,169
2020-09-30,Bremen,2435,59
2020-09-30,Hamburg,7837,270
2020-09-30,Hessen,18945,551
2020-09-30,Mecklenburg-Vorpommern,1180,20
2020-09-30,Niedersachsen,20162,684
2020-09-30,Nordrhein-Westfalen,69822,1872
2020-09-30,Rheinland-Pfalz,10698,254
2020-09-30,Saarland,3297,177
2020-09-30,Sachsen,7202,234
2020-09-30,Sachsen-Anhalt,2619,68
2020-09-30,Schleswig-Holstein,4772,162
2020-09-30,Thüringen,4075,191
2020-10-01,Baden-Württemberg,49707,1886
2020-10-01,Bayern,68482,2663
2020-10-01,Berlin,14788,228
2020-10-01,Brandenburg,4300,169
2020-10-01,Bremen,2471,59
2020-10-01,Hamburg,7896,271
2020-10-01,Hessen,19089,551
2020-10-01,Mecklenburg-Vorpommern,1195,20
2020-10-01,Niedersachsen,20290,685
2020-10-01,Nordrhein-Westfalen,70580,1880
2020-10-01,Rheinland-Pfalz,10740,255
2020-10-01,Saarland,3315,177
2020-10-01,Sachsen,7288,235
2020-10-01,Sachsen-Anhalt,2654,68
2020-10-01,Schleswig-Holstein,4821,162
2020-10-01,Thüringen,4106,191
2020-10-02,Baden-Württemberg,50105,1887
2020-10-02,Bayern,68853,2664
2020-10-02,Berlin,15032,229
2020-10-02,Brandenburg,4326,169
2020-10-02,Bremen,2511,59
2020-10-02,Hamburg,7984,271
2020-10-02,Hessen,19324,551
2020-10-02,Mecklenburg-Vorpommern,1203,20
2020-10-02,Niedersachsen,20491,689
2020-10-02,Nordrhein-Westfalen,71357,1879
2020-10-02,Rheinland-Pfalz,10863,255
2020-10-02,Saarland,3338,177
2020-10-02,Sachsen,7349,237
2020-10-02,Sachsen-Anhalt,2677,68
2020-10-02,Schleswig-Holstein,4848,162
2020-10-02,Thüringen,4134,191
2020-10-03,Baden-Württemberg,50240,1888
2020-10-03,Bayern,69186,2672
2020-10-03,Berlin,15371,231
2020-10-03,Brandenburg,4369,169
2020-10-03,Bremen,2557,59
2020-10-03,Hamburg,8064,271
2020-10-03,Hessen,19616,552
2020-10-03,Mecklenburg-Vorpommern,1220,20
